from_movie_id,to_movie_id,sim_cos
10133,153397,0.09756593258246972
10133,18681,0.08836550983473708
10133,223485,0.08638806658334894
10133,16558,0.0774935719157685
10133,49013,0.07630186662154174
10133,180296,0.07539358173667705
10133,19405,0.07435661787394048
10133,4551,0.07233103238876332
10138,1726,0.1234138070312619
10138,99861,0.09403772620986084
10138,11458,0.08032412909838092
10138,8487,0.07609240437218787
10138,13155,0.06565175014269245
10138,9928,0.06440710485591737
10138,262500,0.0639170979691998
10138,82687,0.06294280332910748
10138,13197,0.06257065202474282
10138,37834,0.061984441895330054
10152,378237,0.12115491655425892
10152,139715,0.10817852231070381
10152,84174,0.0866237630304992
10152,674,0.08064573148373272
10152,2123,0.0757228957750423
10152,165,0.07378571997074175
10152,11904,0.07292514315007334
10152,16155,0.07233794837396584
10152,76285,0.07224865946726297
10152,159770,0.0693563506781076
10179,13001,0.15329546014953033
10179,1894,0.10072010414571698
10179,87421,0.08933813671829893
10179,9067,0.08723858481411259
10179,285783,0.08010255251743985
10179,11888,0.07861216897800381
10179,1895,0.07757142256262918
10179,608,0.07467827267857385
10179,8069,0.07287844023346818
10179,13475,0.07215504815454477
10191,82702,0.12429569900082227
10191,257932,0.10943621383870765
10191,157293,0.10655072464149405
10191,42889,0.09514087750975082
10191,40914,0.08505178483076609
10191,34584,0.08331040685946026
10191,59457,0.08132603350728437
10191,38321,0.08044094668373887
10191,9947,0.07786671726600704
10191,524,0.07756266004338606
10195,76338,0.292155593931988
10195,281730,0.08524802417518729
10195,26916,0.08200404423448829
10195,280391,0.07713711703257124
10195,49521,0.07488380175760426
10195,3040,0.0703435981144695
10195,12429,0.06793529976645137
10195,19959,0.06604617357126195
10195,37903,0.06004288474922701
10195,88751,0.05887467664695669
10212,581,0.1570041190852927
10212,10877,0.13802723052720725
10212,59965,0.09664769195345878
10212,235,0.0919785818598751
10212,4476,0.08394892227592589
10212,27573,0.07875023520244227
10212,22007,0.07502617988676884
10212,11056,0.07393778065755045
10212,69848,0.0720591494408599
10212,25678,0.07109329076836618
10436,57943,0.16052737491569463
10436,10765,0.15171024123175916
10436,50875,0.14528012016158
10436,35032,0.13221428488768308
10436,13551,0.12917968675336552
10436,60420,0.1259251690643715
10436,2135,0.12369256566521733
10436,58882,0.12078718402188746
10436,64499,0.12044556384197173
10436,10280,0.11170394084236938
10481,859,0.059428680106732086
10481,11308,0.05729175341251457
10481,11665,0.056783318417115036
10481,380733,0.05575885951779145
10481,274758,0.05528762782651977
10481,1969,0.05515519694687919
10481,254904,0.054585719199244154
10481,11153,0.053109178281090304
10481,10808,0.052641882853743605
10481,23531,0.052487417494087356
104896,21765,0.10772462675671185
104896,19419,0.07609425361739272
104896,23069,0.07458455183609759
104896,89325,0.06730673429947431
104896,16406,0.06446903976858331
104896,28178,0.062086208038193466
104896,15067,0.06159596923785989
104896,2056,0.060746976850096245
104896,45145,0.0589293058238521
104896,36696,0.05577731446485235
10523,2359,0.17040716072858467
10523,20829,0.11598447262564225
10523,1777,0.09313934589197814
10523,250349,0.08843050324626492
10523,15639,0.08745190941291357
10523,6973,0.08216226493747765
10523,34653,0.0812262574830702
10523,16323,0.07854781292280316
10523,11561,0.07731355239855273
10523,44754,0.07307200179018575
10530,673,0.11824012971721594
10530,62630,0.1057228979285131
10530,302579,0.09778797707728565
10530,658,0.08990854855859144
10530,146882,0.08596814644794613
10530,81005,0.08550993351296518
10530,49730,0.08383737031418391
10530,8840,0.082080365880532
10530,291805,0.08187168839902458
10530,79698,0.07837539626350373
10534,92635,0.20810986766546638
10534,103731,0.15797483811741614
10534,1391,0.1298614483452966
10534,11190,0.12104077978217061
10534,115872,0.10492556589145763
10534,16523,0.09979595388291068
10534,40769,0.09797225138252057
10534,11056,0.09682042336399484
10534,55779,0.09402026139786786
10534,1887,0.09382011233189476
10557,51820,0.12717777700505845
10557,11240,0.11300856886706269
10557,180296,0.11296927646711794
10557,10611,0.09625064955649192
10557,14849,0.09612411287179204
10557,30139,0.07689488104002118
10557,66025,0.07612243215248833
10557,4133,0.07483779082886029
10557,7006,0.06626305339156414
10557,7518,0.06557713794631873
10563,39141,0.17958295442701588
10563,10555,0.1717803587655409
10563,3766,0.16892159072799237
10563,34647,0.1390709835153888
10563,39780,0.12914046760874776
10563,9896,0.12673983515110407
10563,65749,0.12246418548654986
10563,68728,0.11540779166074418
10563,535,0.09949381009357258
10563,42618,0.09421543825996762
10569,10710,0.17053364479200905
10569,11676,0.11607603384463354
10569,14729,0.10477829865363267
10569,3172,0.10434823808465435
10569,23082,0.09935081804706433
10569,16096,0.09257326123112564
10569,14576,0.09249641247112035
10569,9277,0.09078939707044048
10569,97614,0.0902949872041745
10569,840,0.08418781285591856
10586,762,0.07671763671063421
10586,24137,0.07585165332582501
10586,913,0.07372393571667746
10586,354110,0.07285043755543742
10586,9433,0.07173807293598747
10586,578,0.06788651499837768
10586,56930,0.06764402118456926
10586,874,0.06762232925223156
10586,16320,0.06633818227587217
10586,9895,0.059701081094826323
10589,23988,0.21984932089566478
10589,9457,0.10567849121400269
10589,163,0.08871487839999573
10589,224569,0.08797485075673932
10589,1907,0.0868833122984488
10589,8467,0.08559137593167111
10589,19150,0.07957028050991445
10589,257088,0.07025389691749093
10589,956,0.06859197780575538
10589,8836,0.06426015487000859
10603,13788,0.10436132116039182
10603,9975,0.1000280834588973
10603,34653,0.08923960103740687
10603,20829,0.08152913389666218
10603,14849,0.07782881965491137
10603,19997,0.07439669826706828
10603,11152,0.06572899428700574
10603,10740,0.06564360257455416
10603,3089,0.06404966759605216
10603,10557,0.06203704450333346
10628,1956,0.10856460169589063
10628,17332,0.10053944593857578
10628,244783,0.09898274944374408
10628,9659,0.09851086383966562
10628,297621,0.08443648477040254
10628,19997,0.08297192606156135
10628,7874,0.08005589300352052
10628,8467,0.07885024822935877
10628,136400,0.0778725036182018
10628,18475,0.07335014194898162
10676,103370,0.10713477487416494
10676,279759,0.08659126190167694
10676,31535,0.07737755120455135
10676,10214,0.07497841070516717
10676,3078,0.0716277885170439
10676,5175,0.07022095694456108
10676,15745,0.07012940043634963
10676,13788,0.06743614825477129
10676,9016,0.06671959082643553
10676,10329,0.06360677791909143
10685,12569,0.2709578393933229
10685,8080,0.10998484103798463
10685,10878,0.10979852204110224
10685,176,0.10370539114377847
10685,38,0.09384367642932813
10685,13569,0.0899884862106734
10685,219716,0.08424296145845074
10685,10550,0.08084065203141337
10685,70074,0.07344030689630436
10685,17995,0.07183156094002649
10710,10569,0.17053364479200905
10710,25941,0.1285947462885588
10710,25132,0.128005028597462
10710,13967,0.1247841343472422
10710,4953,0.1211597906361149
10710,246403,0.1187070935225713
10710,86825,0.10835504318093328
10710,27586,0.10496027857448736
10710,9576,0.1027166656082975
10710,206284,0.10087370926794821
10758,64639,0.1273188307544273
10758,10207,0.11028784533119507
10758,10822,0.10236033552917634
10758,10391,0.10223170568850809
10758,9100,0.09919685045091511
10758,316002,0.09472492965093925
10758,77987,0.0897826602521384
10758,78705,0.08056215194394724
10758,10096,0.07933027167356582
10758,241251,0.07650831031650826
10776,40920,0.10059249151781822
10776,11615,0.09167023685084247
10776,253,0.07999359272001173
10776,19840,0.07487917686495044
10776,1123,0.07254251363334514
10776,51820,0.06985748240838653
10776,269057,0.06685565762572178
10776,206296,0.06511922342013914
10776,1779,0.06341746984529666
10776,10611,0.06176331771794752
10782,171274,0.12078976343848549
10782,12109,0.11429171579223589
10782,8870,0.11278194384792015
10782,25186,0.10929277438677049
10782,57089,0.10817140039003664
10782,136400,0.1049524682975836
10782,25678,0.10177270256368864
10782,11324,0.09473198004952842
10782,13051,0.0901716300472513
10782,29076,0.08929614873652604
107985,100042,0.13947617632237802
107985,84178,0.1326232104794882
107985,59962,0.11890395610842129
107985,38365,0.11753843863469354
107985,299245,0.10410034493458085
107985,1443,0.10094908660853191
107985,239571,0.10006064352688905
107985,146304,0.09890561418169569
107985,10802,0.08859807913479278
107985,243,0.08096596654431756
10803,926,0.08593379003087934
10803,10585,0.0851144561615898
10803,31535,0.07879060883517079
10803,189,0.0746737874822777
10803,1640,0.06897317105327617
10803,83,0.06800034914162882
10803,335866,0.06772089803272104
10803,579,0.06696178887073345
10803,180296,0.05969112981862695
10803,250349,0.05880449825223001
10808,274758,0.13920121622601223
10808,72105,0.13641420021835374
10808,3050,0.10767569143156984
10808,38317,0.0870104341040888
10808,44413,0.08606386117460905
10808,27569,0.08453056430280494
10808,4174,0.08255404807152367
10808,116711,0.08193978976527198
10808,127585,0.08100077492726283
10808,7484,0.08075369774508238
10861,67913,0.11227728075379599
10861,293670,0.11196609566365565
10861,12610,0.10228155353096458
10861,2110,0.08692608892971612
10861,168672,0.08069180147830907
10861,9655,0.07403361397043412
10861,2370,0.07192505121662626
10861,2088,0.07161973826418079
10861,9400,0.06858387273046444
10861,77987,0.06743343407260527
10890,59861,0.14572237996770712
10890,10765,0.09046057770485512
10890,69848,0.08766833062863122
10890,153795,0.08755380173332834
10890,9089,0.08640660799052356
10890,246403,0.08378361456820992
10890,25520,0.06829952462557906
10890,18206,0.06736394748766766
10890,31166,0.06681971142157297
10890,10212,0.06601457805129847
1090,10428,0.18625224112992061
1090,10163,0.12427202286551473
1090,860,0.11370956463072603
1090,37821,0.1005956378399544
1090,9682,0.07589243128377023
1090,9978,0.07500511676349343
1090,277685,0.07229760574537228
1090,8984,0.07156589610489378
1090,37799,0.07140323694833384
1090,603,0.07087346838302608
109091,186935,0.12500107791340248
109091,10998,0.10154055491714098
109091,268920,0.09889431620270957
109091,94072,0.08125917037743442
109091,205587,0.0771197140495108
109091,10280,0.07686365068443653
109091,8068,0.07632391641150678
109091,10802,0.07621186366720155
109091,101179,0.07610010146564232
109091,16096,0.07416733497935778
10934,103328,0.10320229772945955
10934,23655,0.09582287416831588
10934,10765,0.09183177633574113
10934,17334,0.0903902242207847
10934,767,0.08080460890229736
10934,7288,0.07988652713129195
10934,8834,0.0778872729808064
10934,18240,0.06807752192842696
10934,24469,0.06793178673872953
10934,26390,0.06691626403502458
11,1891,0.21512420650060943
11,1892,0.20795031346492943
11,8584,0.11570633577503606
11,1895,0.09244293702913478
11,2493,0.08958232216337583
11,2295,0.08847267762500341
11,18442,0.088094889346552
11,1966,0.07940489161202069
11,9543,0.07908644419858689
11,52010,0.07675494447532079
11001,19204,0.11035793218391533
11001,49527,0.10133348401086532
11001,33667,0.0972861700473496
11001,9930,0.08309684670076709
11001,77877,0.07810686944398754
11001,119283,0.07505907109539642
11001,12096,0.07395749930523292
11001,35696,0.07341193217719919
11001,2080,0.07276731868546527
11001,4133,0.07254875670024746
110402,11615,0.0890890624223227
110402,686,0.0813847893609406
110402,10590,0.07261585438711578
110402,1424,0.0681950365141954
110402,1724,0.06719599347038978
110402,1579,0.06274919228059206
110402,4476,0.06112329062811231
110402,16866,0.06083103292621223
110402,54897,0.05585585358538121
110402,1705,0.055036828148392475
110415,22007,0.08894040972753901
110415,347126,0.08740701991758063
110415,107811,0.08311665053724773
110415,71469,0.08151869172487934
110415,55301,0.08096857230303678
110415,9804,0.07670099127095073
110415,157841,0.06949426882964231
110415,162,0.06856867822583519
110415,19,0.06799420346969935
110415,206296,0.0654434989142851
11058,300327,0.14061377098148553
11058,264644,0.14002525946663247
11058,27585,0.10209491115186377
11058,805,0.10141261743668137
11058,227719,0.08985409902860007
11058,431,0.08969521123558086
11058,25968,0.08305233395253664
11058,4922,0.08136437856445167
11058,9645,0.08083774024535084
11058,2196,0.07963535879616407
11091,206296,0.15251744920998406
11091,24469,0.10846800222591726
11091,46729,0.10741850647881525
11091,9928,0.10726985635258796
11091,1887,0.10574460210364248
11091,8780,0.10153333775448294
11091,28902,0.10131795898295433
11091,44260,0.10126376399737541
11091,10585,0.098044158435525
11091,215918,0.09714379367970488
11109,351819,0.11987664192999659
11109,11400,0.08317531741598957
11109,13362,0.0824274722305202
11109,9703,0.0821795278478512
11109,167073,0.08066335212301623
11109,9729,0.08053694868494242
11109,81188,0.07981554359923271
11109,19316,0.07890837476770277
11109,10712,0.07521740792627052
11109,28666,0.07215900517026283
11113,634,0.12206176290216043
11113,1621,0.09677637838254134
11113,211086,0.09007362885693346
11113,13889,0.07918611407326184
11113,9429,0.07159185588900474
11113,23367,0.07150313531284297
11113,39780,0.06815866271515872
11113,11374,0.06315397817760335
11113,365222,0.062325915695041256
11113,34106,0.06193587063269817
11130,24469,0.14883383999461447
11130,249164,0.13874321144586196
11130,27585,0.1057209904803211
11130,26815,0.0793240157915401
11130,28029,0.07512694466616324
11130,2084,0.07470612175938325
11130,16614,0.06465193312973336
11130,175291,0.06368719174661139
11130,621,0.0633838976553184
11130,51497,0.06329313777818016
11137,72570,0.1537376645827071
11137,29078,0.08141621901646028
11137,12245,0.07992174445571
11137,5123,0.07654135817370179
11137,61891,0.07530304046078475
11137,10307,0.0735207699647162
11137,224141,0.07340875184148715
11137,11302,0.07253253217375014
11137,280391,0.07098792012277517
11137,67911,0.07083751682991335
11184,29595,0.10428540671582849
11184,30139,0.09372832570303158
11184,11601,0.0689595342236531
11184,4464,0.06643350419008848
11184,125490,0.06448841906180858
11184,19901,0.06390835127378777
11184,2977,0.06376258043895011
11184,244267,0.06010077834208136
11184,12201,0.05895850184180349
11184,295964,0.05889503298955691
11194,22796,0.1325270284307534
11194,9489,0.08687952596207295
11194,14220,0.07877997303154874
11194,13184,0.07568435042915853
11194,13072,0.0747033031720015
11194,202604,0.07240504807269929
11194,5820,0.07237964545302247
11194,12312,0.061921179702947096
11194,10077,0.05977504413331282
11194,89750,0.058471811626011665
11237,58,0.09356029484527571
11237,22530,0.07224885763653242
11237,208763,0.06848950283172917
11237,12610,0.06530073726463215
11237,10069,0.06323531514747115
11237,47933,0.062372766277303475
11237,10865,0.0598691729568666
11237,60304,0.05709188442036703
11237,1369,0.0566103666316172
11237,85,0.055983560312608135
1124,11062,0.11043148304258471
1124,9954,0.10106850859795685
1124,13072,0.09974920106229325
1124,2057,0.09947182971764952
1124,4922,0.09866224406313236
1124,11468,0.08627832821821006
1124,201088,0.085746430921392
1124,92635,0.08326570177924393
1124,10448,0.08034415772744696
1124,1024,0.07887988709038779
112430,59962,0.18811702113241136
112430,13025,0.11829100318979892
112430,146216,0.09234060188021005
112430,11600,0.08442399434979073
112430,10077,0.07986212075913934
112430,254904,0.07975563891280457
112430,2771,0.07835010804783514
112430,9331,0.0745176528070455
112430,2370,0.07213657800750713
112430,10219,0.07131422568953974
11247,357837,0.1127029576004137
11247,10950,0.1064261779292313
11247,176074,0.09142557390020982
11247,19495,0.0853853866253284
11247,809,0.075873786287169
11247,13053,0.07362037388627583
11247,60463,0.07345835428790706
11247,535,0.07258763846607562
11247,2110,0.07025411294573526
11247,2287,0.06519466879803802
11249,11598,0.13651758548145498
11249,10585,0.10793884594729128
11249,11932,0.09936187850133898
11249,46195,0.09158945506031087
11249,49852,0.09134088078532547
11249,63287,0.09078714982435698
11249,10350,0.08838746224144274
11249,11186,0.08766447645980949
11249,321258,0.08473013694703774
11249,9557,0.07585111714262409
11282,1262,0.09027903510170088
11282,55465,0.08929650061765648
11282,332285,0.07571215695599623
11282,38167,0.07569673678765888
11282,12901,0.07266132214945216
11282,79940,0.07174533602454575
11282,3034,0.06893004545674569
11282,10189,0.06670640232185303
11282,322,0.06491807244668445
11282,52032,0.06038296647821957
11306,215924,0.05746495739681517
11306,215881,0.05283570395189107
11306,375950,0.05260071289378831
11306,238615,0.0506053516317519
11306,48289,0.050287851600621575
11306,97614,0.04935232128336463
11306,153397,0.04928562809986144
11306,7350,0.04846774039623852
11306,10183,0.04800129084768146
11306,11439,0.047523102711187336
11313,13689,0.17320808751767586
11313,55903,0.16565982571330043
11313,11901,0.16354438714356392
11313,361475,0.1470919911443922
11313,293670,0.14428017757599293
11313,184341,0.14205438807861986
11313,150689,0.1350346974223728
11313,122906,0.12484259881550178
11313,470,0.12423397030409906
11313,14757,0.11658536913909892
113406,9894,0.12262980259148702
113406,9557,0.12219132403269713
113406,62838,0.11082028029339254
113406,59861,0.09747769600386957
113406,9992,0.08219566561819032
113406,211954,0.08159991390462447
113406,32823,0.07625667288919641
113406,9776,0.07295541613695884
113406,52449,0.0714272895788251
113406,4964,0.07116842509931313
11351,287903,0.11478114887236089
11351,117942,0.10097790618508247
11351,68684,0.09224627616451021
11351,37707,0.09058580664554967
11351,49471,0.0905597154856125
11351,7484,0.08025406730101094
11351,36648,0.07836928176225705
11351,11056,0.07670162434799895
11351,228066,0.07342720600446359
11351,23479,0.0639682484965633
114065,13403,0.14323116950034795
114065,11637,0.1417567959367547
114065,12508,0.12483885782217446
114065,786,0.12271105415993816
114065,43867,0.1203462009328613
114065,239,0.1196538745456176
114065,10537,0.11334781860682162
114065,313922,0.11115740571557658
114065,1961,0.10889966884906224
114065,905,0.10236907900774042
114635,431,0.1131503548283509
114635,357441,0.09890826716252786
114635,265208,0.09229240141141327
114635,9285,0.08963037834668766
114635,9352,0.07458760933929533
114635,84659,0.074443836557852
114635,11152,0.0738618071349821
114635,10866,0.07042615271282349
114635,1391,0.06953579301776702
114635,291362,0.06872436646225485
11467,244534,0.11802465982823616
11467,103903,0.11087557395525376
11467,8944,0.07910317402654832
11467,72766,0.07864176105076948
11467,13067,0.07281759799394204
11467,303858,0.07260972731942832
11467,23069,0.06777876451660071
11467,17202,0.06750950143547797
11467,34563,0.06539632069009683
11467,26486,0.06399260195907706
11499,10858,0.09712863788558157
11499,323967,0.0665372697741111
11499,19419,0.05931228111715836
11499,8698,0.056050537396257705
11499,362105,0.05483487466985307
11499,84332,0.05308557975412788
11499,297621,0.050842496669602694
11499,1493,0.04994045129050847
11499,31246,0.0495130515941918
11499,80,0.046696769573706574
11586,9552,0.11139979085552061
11586,9059,0.09842712233932618
11586,13788,0.09383938389272399
11586,157058,0.09107405627368183
11586,68734,0.08198918757598343
11586,76487,0.08026870144556339
11586,116613,0.07890746026900881
11586,169917,0.07546052122367147
11586,9836,0.0699999889758635
11586,4421,0.06965039933621534
11588,15639,0.14195484938032846
11588,30141,0.1284494031548234
11588,22796,0.09690003953895496
11588,50035,0.08796586496740147
11588,71688,0.08620994252302625
11588,4174,0.08060684593113088
11588,9894,0.08025206389127934
11588,204922,0.07955049240322035
11588,45612,0.07546706854216391
11588,11324,0.07503043394569871
11592,4232,0.11294718802205189
11592,9759,0.0833488320577877
11592,9969,0.08038805817582582
11592,347548,0.07993456334096545
11592,29427,0.07170052033995393
11592,16857,0.07139666441041113
11592,250066,0.06937131133484939
11592,9552,0.069357823415582
11592,23827,0.06806116903194134
11592,10246,0.06423004076412224
11600,859,0.12804041244392683
11600,51497,0.10712334860486628
11600,331190,0.10653998985621344
11600,28178,0.09946358449729117
11600,6973,0.09475555891752993
11600,35073,0.09233355935487601
11600,37710,0.091713023698342
11600,220488,0.08942040172165489
11600,112430,0.08442399434979073
11600,152532,0.08252901479480712
116149,227973,0.08038370939256909
116149,72105,0.07712220711837274
116149,44835,0.07188961194615119
116149,11015,0.07180293843201252
116149,18357,0.07066239243741211
116149,13,0.0664041727485396
116149,11404,0.06265689505001434
116149,32316,0.05998025391765018
116149,175291,0.05938308912788101
116149,244316,0.05675196238545524
11648,92182,0.17044300623409228
11648,157909,0.11363870354642407
11648,9839,0.11208570665452185
11648,4547,0.097055804603377
11648,9870,0.09143168591651987
11648,11637,0.09055616585649984
11648,53457,0.08783794816870825
11648,57157,0.08449680052937891
11648,394047,0.06948851293958268
11648,15800,0.06334347596389107
11667,13938,0.2048139140914606
11667,290864,0.17399664453556335
11667,14854,0.15773546055789994
11667,8456,0.11784503496236699
11667,27578,0.10777386826812249
11667,76493,0.09474298339305301
11667,10592,0.09082675362122744
11667,49524,0.08129083169813613
11667,15268,0.07468773519958836
11667,14024,0.07203333011619342
11687,10353,0.10169589000132448
11687,222899,0.10161198641457547
11687,766,0.09649113267341132
11687,82703,0.08746460157006211
11687,159824,0.0824245102566408
11687,56715,0.08160293325225593
11687,13335,0.07811927684021704
11687,33676,0.07297043039756208
11687,37165,0.06533014290311234
11687,3034,0.06174506307584697
116977,1781,0.11201355868317475
116977,9800,0.08612142548864164
116977,10317,0.08468283235209914
116977,928,0.08145495231305967
116977,116711,0.0770816136850984
116977,714,0.06728411574837483
116977,81188,0.06564898575415386
116977,17577,0.06151692379800636
116977,52015,0.06069277221624896
116977,8879,0.059389135991394046
11798,3682,0.12015609970355197
11798,4688,0.09774946958360808
11798,1956,0.09303080444822687
11798,3060,0.08617673562236677
11798,10022,0.07946847053964642
11798,10707,0.07835670037175357
11798,30082,0.07802994502878635
11798,11583,0.0772613773835333
11798,10521,0.0765686797678155
11798,331493,0.07645134397862204
11818,10105,0.10965852217777243
11818,272878,0.084135183162023
11818,602,0.08206758658898552
11818,13025,0.07524766711506893
11818,2140,0.07260844045896556
11818,10590,0.0725369573833408
11818,407887,0.07223171880185052
11818,21345,0.0672063299415219
11818,9543,0.06364108716867141
11818,16005,0.061275881347860155
11835,10998,0.1083538013424103
11835,7220,0.10087315024494738
11835,258755,0.07684847565456865
11835,3981,0.0723352306489273
11835,25704,0.07171498086813
11835,302699,0.07049011388203764
11835,11676,0.06820200478199903
11835,18065,0.06815164362174828
11835,37737,0.06768498141821717
11835,274167,0.06709753219723946
11863,351043,0.09182285318298532
11863,15644,0.0889633474363764
11863,278348,0.08044475270588705
11863,31306,0.07500380534344389
11863,10198,0.0720914350133079
11863,11072,0.07068805319741947
11863,254024,0.07048522394220992
11863,7299,0.06934555296578322
11863,8984,0.06614868013479548
11863,26352,0.06606126795617433
11866,39514,0.08437463628557937
11866,2756,0.07924176789237257
11866,13518,0.0702569438197954
11866,17577,0.06549017981044665
11866,2832,0.0640003549436571
11866,9793,0.06260380616413055
11866,100402,0.0617753789759725
11866,74,0.06165961929739394
11866,1956,0.06133441640768523
11866,55604,0.05870538697345166
11887,13991,0.1067139000225053
11887,22897,0.10225869497002608
11887,88641,0.10181261393911926
11887,51828,0.0985009225449014
11887,13523,0.08741201891116344
11887,13649,0.08444525955402565
11887,309919,0.08186438855510085
11887,14290,0.08008130399762915
11887,57214,0.07571537869265124
11887,15037,0.07260223400959932
11888,20794,0.12154274033389723
11888,14369,0.1124316552949735
11888,9737,0.11006042678062976
11888,11129,0.0941022875704145
11888,75174,0.09279652017483492
11888,239897,0.09099693664495202
11888,10090,0.09054071458477193
11888,8961,0.0837992377951791
11888,190847,0.0835732789235973
11888,19204,0.0822249931509325
11908,93856,0.12285298093846997
11908,23049,0.11430835623802825
11908,269057,0.1027364669363359
11908,820,0.09655168693052484
11908,22617,0.09432199904300169
11908,9913,0.08597477609001361
11908,702,0.0847466126061922
11908,10066,0.08102131936615582
11908,11377,0.08018602153304111
11908,313922,0.07916476845285558
11968,210860,0.16920640477027957
11968,30973,0.10996544630957752
11968,10413,0.08941956677027767
11968,146198,0.08685596826445303
11968,11535,0.082052274091475
11968,79940,0.08147717450005697
11968,35032,0.07824487540118968
11968,1865,0.07591199588278688
11968,10950,0.07502306826617088
11968,60421,0.07175130393401966
11978,290864,0.0938432773623437
11978,127560,0.07943501863035636
11978,116711,0.06886084632031973
11978,37694,0.06764158362297176
11978,68721,0.06467867173587116
11978,13056,0.0628568035632507
11978,10040,0.057265991966566246
11978,14325,0.05598663641406066
11978,37165,0.053849618201275554
11978,72431,0.0535299340307868
12088,8452,0.11725165793309765
12088,10994,0.11006794421999079
12088,2577,0.10956752886119989
12088,107846,0.10936408179668834
12088,137347,0.10378193691262172
12088,48309,0.103575208416865
12088,1369,0.09758137785182493
12088,8077,0.09567954379407725
12088,201088,0.09337863780901873
12088,59967,0.08730781591391398
12123,37137,0.1384196082748308
12123,334074,0.12678045497778107
12123,20857,0.12366600859440963
12123,10398,0.1234269212231606
12123,10718,0.10975323614457261
12123,5820,0.1057476460984742
12123,17795,0.1014357162671279
12123,7485,0.09882749856816182
12123,22821,0.09372021078476252
12123,107846,0.09238254514552922
12138,9707,0.13515107790976996
12138,39833,0.08415777625730325
12138,254473,0.08284354845257745
12138,8874,0.08126732749150166
12138,22881,0.0809864722790759
12138,11780,0.07870253266344146
12138,19904,0.07004820902091742
12138,874,0.06853602860433221
12138,6016,0.06805179450717132
12138,48171,0.06727179795993792
12144,12596,0.09884031726819496
12144,105864,0.09801367962572638
12144,334,0.09778102568384743
12144,77951,0.08544406983403625
12144,24662,0.08426871148897533
12144,15907,0.07994829981220507
12144,7461,0.07860462351762913
12144,49787,0.07645488102190852
12144,385383,0.07627433050860165
12144,325373,0.07300886755630996
12158,11692,0.10137829214841987
12158,36647,0.09954608485719556
12158,50357,0.09056780880977391
12158,20504,0.07446275217024126
12158,36586,0.07344562338515818
12158,24100,0.07279247482409297
12158,190955,0.06984211904562931
12158,38321,0.06733344291887486
12158,371690,0.06669174021479696
12158,195589,0.06579284506027586
12163,294086,0.08715951588885285
12163,14324,0.08037617645589068
12163,1819,0.0691932757272335
12163,254128,0.06529837568539887
12163,1578,0.06458246575837158
12163,57157,0.0623098426778737
12163,362105,0.060398967810347405
12163,284296,0.05858885515781777
12163,254024,0.05846603708285094
12163,192102,0.05726781646332108
12192,1946,0.11726156410869988
12192,1698,0.11124672913755766
12192,214756,0.096768527282075
12192,72113,0.09223884807656273
12192,838,0.08438503149618638
12192,59962,0.08336835713019974
12192,8427,0.08109992919745702
12192,1551,0.08063578264356036
12192,293644,0.08037335869418792
12192,12162,0.07708825406067393
122081,19153,0.15314053288096513
122081,57022,0.11615060263691604
122081,117942,0.11335123064896407
122081,9842,0.09708202472177549
122081,243,0.09139253067127168
122081,86838,0.09029274850498575
